time_period,time_identifier,geographic_level,country_code,country_name,gender,subject,mode_of_study,level,domicile,t_students
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Full-time,First degree,Total,89220
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Full-time,Masters and Others,Total,23070
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Full-time,Other Undergraduate,Total,6035
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Full-time,PhD and equivalent,Total,9000
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Part-time,First degree,Total,13170
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Part-time,Masters and Others,Total,5750
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Part-time,Other Undergraduate,Total,10675
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Part-time,PhD and equivalent,Total,1035
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Full-time,First degree,Total,9445
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Full-time,Masters and Others,Total,1965
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Full-time,Other Undergraduate,Total,115
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Full-time,PhD and equivalent,Total,1190
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Part-time,First degree,Total,1780
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Part-time,Masters and Others,Total,665
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Part-time,Other Undergraduate,Total,190
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Part-time,PhD and equivalent,Total,150
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Full-time,First degree,Total,3555
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Full-time,Masters and Others,Total,1070
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Full-time,Other Undergraduate,Total,30
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Full-time,PhD and equivalent,Total,210
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Part-time,First degree,Total,90
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Part-time,Masters and Others,Total,230
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Part-time,Other Undergraduate,Total,50
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Part-time,PhD and equivalent,Total,45
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Full-time,First degree,Total,23600
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Full-time,Masters and Others,Total,3045
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Full-time,Other Undergraduate,Total,205
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Full-time,PhD and equivalent,Total,1935
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Part-time,First degree,Total,3305
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Part-time,Masters and Others,Total,2800
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Part-time,Other Undergraduate,Total,730
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Part-time,PhD and equivalent,Total,1195
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Full-time,First degree,Total,14190
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Full-time,Masters and Others,Total,2295
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Full-time,Other Undergraduate,Total,850
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Full-time,PhD and equivalent,Total,1135
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Part-time,First degree,Total,1960
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Part-time,Masters and Others,Total,1530
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Part-time,Other Undergraduate,Total,1385
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Part-time,PhD and equivalent,Total,410
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Full-time,First degree,Total,27850
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Full-time,Masters and Others,Total,9825
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Full-time,Other Undergraduate,Total,1230
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Full-time,PhD and equivalent,Total,725
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Part-time,First degree,Total,5480
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Part-time,Masters and Others,Total,3800
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Part-time,Other Undergraduate,Total,2610
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Part-time,PhD and equivalent,Total,285
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Full-time,First degree,Total,20050
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Full-time,Masters and Others,Total,3650
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Full-time,Other Undergraduate,Total,875
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Full-time,PhD and equivalent,Total,2075
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Part-time,First degree,Total,2770
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Part-time,Masters and Others,Total,910
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Part-time,Other Undergraduate,Total,1865
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Part-time,PhD and equivalent,Total,155
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Full-time,First degree,Total,14005
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Full-time,Masters and Others,Total,3110
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Full-time,Other Undergraduate,Total,735
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Full-time,PhD and equivalent,Total,315
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Part-time,First degree,Total,380
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Part-time,Masters and Others,Total,760
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Part-time,Other Undergraduate,Total,65
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Part-time,PhD and equivalent,Total,180
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Full-time,First degree,Total,21760
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Full-time,Masters and Others,Total,1610
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Full-time,Other Undergraduate,Total,410
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Full-time,PhD and equivalent,Total,2230
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Part-time,First degree,Total,105
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Part-time,Masters and Others,Total,4185
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Part-time,Other Undergraduate,Total,240
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Part-time,PhD and equivalent,Total,635
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Full-time,First degree,Total,27605
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Full-time,Masters and Others,Total,1990
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Full-time,Other Undergraduate,Total,2080
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Full-time,PhD and equivalent,Total,5220
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Part-time,First degree,Total,2845
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Part-time,Masters and Others,Total,505
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Part-time,Other Undergraduate,Total,700
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Part-time,PhD and equivalent,Total,270
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Full-time,First degree,Total,15050
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Full-time,Masters and Others,Total,2790
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Full-time,Other Undergraduate,Total,2765
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Full-time,PhD and equivalent,Total,1095
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Part-time,First degree,Total,4330
